Event#, Q2, W, MX, xF1, xF2, y, x, z, Mh, phperp, phiH, phiR, theta
7003174, 2.19, 3.40, 2.23, 0.13, 0.13, 0.65, 0.17, 0.55, 0.84, 0.22, 2.57, 4.42, 1.79
7003650, 3.07, 3.45, 2.05, 0.02, 0.02, 0.71, 0.22, 0.47, 1.35, 0.26, 0.10, 3.75, 1.74
7005870, 2.66, 3.38, 2.39, 0.04, 0.04, 0.66, 0.20, 0.40, 0.93, 0.13, 1.32, 5.98, 1.70
7006690, 2.59, 3.51, 2.12, 0.36, 0.36, 0.71, 0.18, 0.63, 0.85, 0.34, 4.37, 1.38, 1.29
7007574, 2.47, 3.59, 2.33, 0.19, 0.19, 0.73, 0.17, 0.58, 0.61, 0.38, 2.96, 0.74, 1.82
7009121, 1.57, 3.74, 2.58, 0.15, 0.15, 0.74, 0.11, 0.46, 0.65, 0.58, 2.22, 0.09, 1.76
7009196, 2.70, 3.54, 2.31, 0.15, 0.15, 0.72, 0.19, 0.47, 0.76, 0.66, 5.32, 2.89, 1.78
7010718, 1.97, 3.21, 1.98, 0.20, 0.20, 0.57, 0.17, 0.50, 0.69, 0.73, 4.73, 2.46, 1.49
7012844, 4.81, 3.14, 1.74, 0.19, 0.19, 0.69, 0.35, 0.64, 0.40, 0.76, 1.24, 4.27, 1.99
7013591, 5.42, 3.28, 1.90, 0.31, 0.31, 0.77, 0.36, 0.58, 0.45, 0.80, 2.77, 6.07, 1.18
7013606, 4.68, 3.23, 2.25, 0.22, 0.22, 0.72, 0.33, 0.52, 0.36, 0.35, 2.74, 0.16, 1.59
7014749, 7.36, 2.96, 2.10, 0.15, 0.15, 0.76, 0.48, 0.44, 0.63, 0.33, 3.77, 2.06, 1.50
7015974, 1.94, 3.74, 2.40, 0.16, 0.16, 0.76, 0.13, 0.46, 0.65, 0.86, 4.44, 2.42, 1.50
7016791, 1.57, 3.40, 2.05, 0.14, 0.14, 0.61, 0.13, 0.57, 0.92, 0.56, 3.80, 1.66, 1.79
7018430, 2.75, 3.12, 2.14, 0.14, 0.14, 0.58, 0.24, 0.44, 0.29, 0.68, 2.62, 4.62, 1.36
7020074, 1.56, 3.89, 1.78, 0.23, 0.23, 0.80, 0.10, 0.80, 0.88, 0.51, 4.14, 5.52, 1.81
7020620, 2.38, 3.35, 1.92, 0.39, 0.39, 0.64, 0.19, 0.64, 0.95, 0.44, 1.35, 4.76, 1.20
7025482, 2.82, 3.27, 1.92, 0.33, 0.33, 0.63, 0.22, 0.62, 0.67, 0.58, 3.23, 5.44, 1.29
7025549, 4.86, 3.06, 1.84, 0.14, 0.14, 0.67, 0.36, 0.59, 0.79, 0.48, 1.65, 0.54, 1.61
7026986, 3.01, 2.84, 1.82, 0.12, 0.12, 0.51, 0.30, 0.54, 0.36, 0.60, 2.87, 2.66, 1.67
7030263, 2.94, 2.81, 1.70, 0.18, 0.18, 0.50, 0.30, 0.55, 0.38, 0.70, 4.77, 1.22, 1.71
7031235, 1.94, 3.08, 2.06, 0.20, 0.20, 0.53, 0.18, 0.56, 0.67, 0.06, 1.49, 4.76, 1.62
7031607, 2.95, 3.21, 1.56, 0.29, 0.29, 0.62, 0.24, 0.74, 0.79, 0.66, 3.53, 1.55, 1.56
7032138, 3.37, 3.24, 1.99, 0.20, 0.20, 0.65, 0.26, 0.60, 0.82, 0.33, 3.33, 1.06, 1.70
7032523, 2.17, 2.99, 1.90, 0.29, 0.29, 0.51, 0.21, 0.59, 0.52, 0.42, 4.10, 0.48, 1.40
7036713, 3.37, 3.06, 1.97, 0.02, 0.02, 0.60, 0.28, 0.51, 0.74, 0.49, 1.16, 0.52, 1.79
7039013, 2.96, 3.70, 2.65, 0.09, 0.09, 0.79, 0.19, 0.39, 0.98, 0.19, 0.88, 0.02, 1.40
7040149, 1.79, 3.46, 1.86, 0.41, 0.41, 0.65, 0.14, 0.68, 0.88, 0.61, 2.31, 5.14, 1.21
7043629, 1.50, 3.83, 2.35, 0.32, 0.32, 0.77, 0.10, 0.57, 1.00, 0.51, 2.71, 0.69, 1.20
7046872, 2.00, 3.40, 1.98, 0.23, 0.23, 0.64, 0.16, 0.63, 1.01, 0.37, 4.69, 1.21, 1.63
7047912, 1.45, 3.61, 2.29, 0.12, 0.12, 0.68, 0.11, 0.50, 0.96, 0.60, 2.54, 4.92, 1.84
7048267, 4.06, 2.63, 1.61, 0.14, 0.14, 0.51, 0.40, 0.59, 0.55, 0.48, 3.22, 4.65, 1.72
7049267, 1.94, 3.42, 1.67, 0.32, 0.32, 0.64, 0.15, 0.78, 1.09, 0.20, 0.68, 1.25, 1.44
7049335, 2.20, 3.72, 2.08, 0.30, 0.30, 0.76, 0.15, 0.66, 1.06, 0.46, 4.28, 1.68, 1.50
7049335, 2.20, 3.72, 2.37, 0.14, 0.14, 0.76, 0.15, 0.48, 0.45, 0.89, 4.52, 2.01, 1.92
7049656, 1.98, 3.78, 2.30, 0.12, 0.12, 0.77, 0.13, 0.60, 0.81, 0.53, 3.11, 5.70, 2.08
7049777, 2.13, 3.82, 2.86, 0.11, 0.11, 0.80, 0.13, 0.37, 0.59, 0.49, 2.46, 4.39, 1.73
7051120, 3.47, 3.16, 2.25, 0.19, 0.19, 0.63, 0.28, 0.46, 0.39, 0.45, 4.76, 5.81, 1.30
7052692, 1.43, 3.78, 2.75, 0.18, 0.18, 0.75, 0.10, 0.40, 0.61, 0.54, 2.34, 5.22, 1.58
7053981, 1.35, 3.77, 2.05, 0.33, 0.33, 0.74, 0.09, 0.69, 0.78, 0.57, 4.37, 5.96, 1.39
7053981, 1.35, 3.77, 2.38, 0.23, 0.23, 0.74, 0.09, 0.58, 0.71, 0.49, 2.57, 0.84, 1.56
7054079, 2.73, 3.10, 1.64, 0.07, 0.07, 0.57, 0.24, 0.53, 0.65, 0.95, 1.52, 0.37, 1.33
7054956, 3.92, 3.38, 2.14, 0.19, 0.19, 0.73, 0.27, 0.59, 0.83, 0.25, 1.88, 4.95, 1.73
7058089, 3.34, 3.16, 1.87, 0.02, 0.02, 0.63, 0.27, 0.56, 1.21, 0.14, 4.88, 5.32, 1.69
7059238, 3.42, 3.13, 1.81, 0.25, 0.25, 0.62, 0.28, 0.64, 0.78, 0.47, 3.01, 4.67, 1.49
7060854, 3.79, 3.18, 1.80, 0.12, 0.12, 0.65, 0.29, 0.59, 0.36, 0.84, 2.31, 0.44, 2.16
7062731, 3.57, 2.95, 2.07, 0.15, 0.15, 0.57, 0.31, 0.51, 0.58, 0.06, 4.26, 5.85, 1.73
7065242, 5.26, 3.20, 2.02, 0.28, 0.28, 0.73, 0.36, 0.57, 0.55, 0.52, 3.08, 1.14, 1.35
7068926, 2.55, 3.75, 2.66, 0.04, 0.04, 0.79, 0.16, 0.36, 0.63, 0.71, 3.09, 4.19, 1.47
7070351, 2.52, 3.29, 2.41, 0.15, 0.15, 0.62, 0.20, 0.43, 0.63, 0.25, 4.01, 6.13, 1.60
7070730, 1.74, 3.57, 1.99, 0.19, 0.19, 0.68, 0.13, 0.58, 0.58, 0.95, 4.23, 5.55, 1.42
7072703, 4.07, 2.91, 1.54, 0.25, 0.25, 0.59, 0.35, 0.65, 0.97, 0.55, 4.91, 1.35, 1.59
7072800, 2.67, 3.70, 2.19, 0.30, 0.30, 0.78, 0.17, 0.63, 0.72, 0.54, 3.13, 1.50, 1.38
7075973, 4.17, 3.22, 2.15, 0.21, 0.21, 0.69, 0.30, 0.53, 0.42, 0.52, 3.69, 4.93, 1.45
7075973, 4.17, 3.22, 2.21, 0.07, 0.07, 0.69, 0.30, 0.46, 0.75, 0.40, 1.24, 0.51, 1.62
7076301, 5.70, 2.59, 1.57, 0.21, 0.21, 0.58, 0.49, 0.66, 0.48, 0.27, 2.98, 1.15, 1.78
7078678, 4.89, 3.24, 2.07, 0.08, 0.08, 0.73, 0.34, 0.43, 0.57, 0.80, 3.81, 2.42, 1.39
7081492, 1.84, 3.53, 1.60, 0.42, 0.42, 0.68, 0.14, 0.80, 1.25, 0.41, 4.49, 2.40, 1.29
7081620, 3.50, 3.55, 2.47, 0.19, 0.19, 0.76, 0.23, 0.43, 0.47, 0.68, 2.03, 5.32, 1.50
7082788, 2.81, 3.19, 1.58, 0.41, 0.41, 0.61, 0.23, 0.80, 0.71, 0.19, 2.96, 0.45, 1.39
7083729, 4.56, 2.72, 1.57, 0.15, 0.15, 0.56, 0.41, 0.59, 0.92, 0.40, 4.54, 5.69, 1.40
7086563, 1.45, 3.44, 2.40, 0.09, 0.09, 0.62, 0.12, 0.43, 0.93, 0.20, 2.72, 4.48, 1.64
7091422, 6.77, 2.92, 1.60, 0.23, 0.23, 0.73, 0.47, 0.60, 0.57, 0.77, 2.43, 5.19, 1.66
7093760, 1.71, 3.68, 2.29, 0.25, 0.25, 0.72, 0.12, 0.51, 0.47, 0.89, 3.14, 5.69, 1.23
7093742, 3.09, 3.59, 2.64, 0.13, 0.13, 0.76, 0.20, 0.38, 0.45, 0.61, 3.11, 4.58, 1.36
7094617, 2.61, 3.03, 1.67, 0.18, 0.18, 0.55, 0.24, 0.63, 1.03, 0.48, 0.19, 5.93, 1.27
7094617, 2.61, 3.03, 2.04, 0.09, 0.09, 0.55, 0.24, 0.48, 0.87, 0.22, 4.73, 5.46, 1.52
7098627, 3.95, 3.25, 1.96, 0.34, 0.34, 0.69, 0.29, 0.61, 0.52, 0.56, 3.63, 5.51, 1.15
7100233, 2.95, 3.69, 2.78, 0.08, 0.08, 0.79, 0.19, 0.38, 0.79, 0.03, 4.57, 0.15, 1.69
7101141, 2.35, 2.75, 1.52, 0.17, 0.17, 0.45, 0.26, 0.71, 0.75, 0.35, 1.45, 0.39, 1.71
7103127, 3.40, 3.50, 2.59, 0.08, 0.08, 0.74, 0.23, 0.35, 0.51, 0.59, 2.80, 4.41, 1.57
7103748, 4.36, 3.51, 1.61, 0.11, 0.11, 0.79, 0.28, 0.73, 0.44, 0.92, 3.92, 4.80, 2.26
7104630, 4.13, 2.89, 1.73, 0.22, 0.22, 0.58, 0.36, 0.56, 0.30, 0.74, 2.71, 0.25, 1.21
7106023, 4.35, 3.37, 2.12, 0.15, 0.15, 0.75, 0.29, 0.55, 0.86, 0.48, 3.76, 1.79, 1.74
7110934, 1.41, 3.89, 2.42, 0.25, 0.25, 0.79, 0.09, 0.57, 0.69, 0.65, 3.74, 1.97, 1.46
7114055, 4.04, 3.37, 1.88, 0.31, 0.31, 0.73, 0.28, 0.67, 0.65, 0.56, 3.46, 5.32, 1.42
7114680, 2.64, 3.31, 2.20, 0.18, 0.18, 0.64, 0.21, 0.48, 0.57, 0.64, 3.42, 0.05, 1.72
7117565, 1.64, 3.68, 2.63, 0.15, 0.15, 0.72, 0.11, 0.44, 0.37, 0.61, 2.01, 4.74, 1.85
7125098, 3.46, 3.58, 1.74, 0.12, 0.12, 0.78, 0.22, 0.78, 0.83, 0.37, 3.51, 5.73, 2.18
7125478, 1.77, 3.32, 1.98, 0.04, 0.04, 0.60, 0.15, 0.57, 1.20, 0.22, 3.60, 1.38, 1.88
7131765, 3.21, 3.55, 1.99, 0.38, 0.38, 0.75, 0.21, 0.64, 0.77, 0.67, 2.18, 4.46, 1.15
7131765, 3.21, 3.55, 2.43, 0.21, 0.21, 0.75, 0.21, 0.48, 0.88, 0.28, 0.92, 4.98, 1.40
7132084, 2.67, 3.43, 2.40, 0.18, 0.18, 0.68, 0.20, 0.44, 0.67, 0.51, 3.12, 0.79, 1.56
7138863, 2.13, 3.72, 2.65, 0.07, 0.07, 0.76, 0.14, 0.43, 0.81, 0.37, 3.82, 2.04, 1.85
7139050, 2.04, 3.65, 2.62, 0.15, 0.15, 0.73, 0.14, 0.40, 0.70, 0.53, 2.67, 0.95, 1.40
7139050, 2.04, 3.65, 2.81, 0.16, 0.16, 0.73, 0.14, 0.35, 0.52, 0.41, 3.36, 0.53, 1.52
7142276, 2.39, 3.67, 1.97, 0.28, 0.28, 0.75, 0.16, 0.71, 0.52, 0.61, 3.11, 0.89, 1.70
7142326, 4.54, 3.29, 1.65, 0.25, 0.25, 0.73, 0.31, 0.70, 0.67, 0.76, 2.94, 1.39, 1.57
7143797, 2.84, 3.38, 1.75, 0.32, 0.32, 0.67, 0.21, 0.74, 0.90, 0.38, 1.78, 4.75, 1.58
7144101, 2.42, 3.45, 2.21, 0.00, 0.00, 0.68, 0.18, 0.40, 1.14, 0.39, 4.56, 2.79, 1.65
7147066, 1.62, 3.23, 2.18, 0.16, 0.16, 0.56, 0.15, 0.48, 0.52, 0.58, 3.22, 1.13, 1.67
7153457, 1.74, 3.66, 1.90, 0.31, 0.31, 0.72, 0.12, 0.72, 0.95, 0.49, 3.15, 0.93, 1.56
7154915, 1.97, 3.70, 2.38, 0.32, 0.32, 0.74, 0.13, 0.56, 0.42, 0.59, 2.69, 0.37, 1.13
7155659, 2.25, 3.72, 2.17, 0.11, 0.11, 0.77, 0.15, 0.45, 0.67, 1.08, 6.12, 1.82, 1.58
7155659, 2.25, 3.72, 2.44, 0.13, 0.13, 0.77, 0.15, 0.45, 1.19, 0.28, 5.75, 2.58, 1.59
7155791, 2.62, 3.06, 1.57, 0.34, 0.34, 0.56, 0.24, 0.76, 1.01, 0.19, 5.61, 4.72, 1.31
7159500, 1.65, 3.47, 2.16, 0.17, 0.17, 0.64, 0.13, 0.57, 0.61, 0.62, 2.92, 1.30, 1.72
7159500, 1.65, 3.47, 2.31, 0.17, 0.17, 0.64, 0.13, 0.54, 0.68, 0.34, 2.97, 0.80, 1.79
7159644, 2.96, 2.76, 1.54, 0.17, 0.17, 0.49, 0.31, 0.70, 0.94, 0.14, 4.48, 0.89, 1.74
7159773, 1.31, 3.46, 2.45, 0.17, 0.17, 0.62, 0.11, 0.50, 0.54, 0.21, 2.52, 0.38, 1.76
7164092, 1.65, 3.82, 1.62, 0.53, 0.53, 0.77, 0.11, 0.80, 0.93, 0.75, 1.06, 3.61, 1.08
7167355, 3.97, 3.37, 1.98, 0.06, 0.06, 0.73, 0.28, 0.51, 1.11, 0.60, 2.16, 0.29, 1.76
7170008, 2.38, 3.74, 2.59, 0.18, 0.18, 0.78, 0.15, 0.44, 0.94, 0.37, 3.52, 1.61, 1.37
7170008, 2.38, 3.74, 2.69, 0.05, 0.05, 0.78, 0.15, 0.35, 0.90, 0.42, 3.48, 1.75, 1.60
7170882, 3.93, 2.72, 1.61, 0.26, 0.26, 0.52, 0.38, 0.69, 0.38, 0.30, 3.29, 1.71, 1.67
7173821, 2.83, 3.35, 1.59, 0.10, 0.10, 0.66, 0.21, 0.75, 1.34, 0.33, 0.29, 4.42, 1.92
7173821, 2.83, 3.35, 1.69, 0.19, 0.19, 0.66, 0.21, 0.72, 0.71, 0.68, 1.11, 4.05, 2.01
7174713, 1.64, 3.36, 2.28, 0.25, 0.25, 0.60, 0.14, 0.52, 0.35, 0.51, 4.61, 0.07, 1.29
7175235, 3.48, 3.50, 2.63, 0.09, 0.09, 0.75, 0.23, 0.34, 0.57, 0.51, 4.00, 5.71, 1.56
7179734, 2.09, 3.24, 1.84, 0.19, 0.19, 0.59, 0.18, 0.66, 0.46, 0.62, 2.44, 1.34, 1.79
7180090, 2.15, 3.81, 1.88, 0.32, 0.32, 0.79, 0.14, 0.63, 0.91, 1.05, 3.74, 0.02, 1.39
7184016, 2.39, 2.93, 1.61, 0.13, 0.13, 0.51, 0.24, 0.66, 0.60, 0.63, 4.76, 5.27, 1.67
7184123, 2.51, 3.39, 1.52, 0.31, 0.31, 0.66, 0.19, 0.75, 0.70, 0.86, 1.86, 6.12, 1.51
7186519, 3.36, 2.96, 1.93, 0.18, 0.18, 0.56, 0.30, 0.59, 0.53, 0.26, 2.20, 1.01, 1.74
7187828, 2.20, 3.20, 1.81, 0.12, 0.12, 0.58, 0.19, 0.59, 0.51, 0.84, 1.31, 5.87, 1.95
7189907, 4.26, 2.83, 1.72, 0.19, 0.19, 0.57, 0.37, 0.51, 0.68, 0.63, 4.31, 0.08, 1.46
7189907, 4.26, 2.83, 1.84, 0.22, 0.22, 0.57, 0.37, 0.51, 0.72, 0.42, 4.04, 0.43, 1.48
7191356, 1.53, 3.26, 1.95, 0.25, 0.25, 0.56, 0.14, 0.61, 0.79, 0.52, 3.91, 4.99, 1.27
7191356, 1.53, 3.26, 1.96, 0.12, 0.12, 0.56, 0.14, 0.51, 0.36, 0.90, 2.19, 1.48, 1.35
7193800, 1.83, 3.81, 2.64, 0.19, 0.19, 0.78, 0.12, 0.45, 0.81, 0.49, 6.26, 3.99, 1.53
7194161, 2.81, 2.93, 1.83, 0.30, 0.30, 0.53, 0.27, 0.62, 0.62, 0.28, 3.71, 1.48, 1.40
7194161, 2.81, 2.93, 1.88, 0.09, 0.09, 0.53, 0.27, 0.53, 0.91, 0.20, 0.45, 1.05, 1.57
7198188, 5.54, 2.70, 1.85, 0.13, 0.13, 0.60, 0.46, 0.47, 0.78, 0.03, 4.65, 5.29, 1.46
7200677, 2.31, 3.58, 2.58, 0.23, 0.23, 0.72, 0.16, 0.46, 0.74, 0.04, 5.44, 5.66, 1.27
7204880, 3.11, 2.93, 1.67, 0.14, 0.14, 0.54, 0.29, 0.63, 1.10, 0.18, 5.96, 1.79, 1.65
7205413, 1.70, 3.41, 1.96, 0.28, 0.28, 0.63, 0.14, 0.60, 0.85, 0.67, 2.91, 4.96, 1.35
7205678, 1.46, 3.81, 2.44, 0.23, 0.23, 0.76, 0.10, 0.56, 0.85, 0.43, 5.43, 0.66, 1.45
7205815, 2.22, 3.24, 1.76, 0.40, 0.40, 0.60, 0.19, 0.70, 0.44, 0.62, 3.44, 5.79, 1.10
7209729, 4.09, 3.35, 1.75, 0.24, 0.24, 0.73, 0.28, 0.73, 0.96, 0.36, 4.31, 5.43, 1.59
7210428, 3.53, 3.56, 2.18, 0.04, 0.04, 0.77, 0.23, 0.51, 0.43, 0.90, 3.21, 3.35, 2.06
7211066, 3.26, 2.88, 1.74, 0.18, 0.18, 0.54, 0.31, 0.61, 0.41, 0.58, 2.15, 5.80, 1.95
7212522, 1.63, 3.66, 2.42, 0.08, 0.08, 0.71, 0.11, 0.46, 0.66, 0.73, 2.70, 1.30, 1.73
7214134, 1.31, 3.79, 1.81, 0.21, 0.21, 0.75, 0.09, 0.71, 0.49, 0.99, 4.10, 2.20, 1.88
7214233, 5.29, 3.34, 2.03, 0.04, 0.04, 0.78, 0.34, 0.45, 0.88, 0.75, 4.48, 5.81, 1.51
7215718, 1.75, 3.50, 1.60, 0.27, 0.27, 0.66, 0.13, 0.76, 1.33, 0.53, 1.08, 5.12, 1.60
7216215, 4.96, 2.76, 1.62, 0.33, 0.33, 0.59, 0.43, 0.62, 0.77, 0.39, 4.12, 0.30, 1.27
7216501, 2.61, 3.71, 2.18, 0.04, 0.04, 0.78, 0.17, 0.60, 1.10, 0.49, 3.41, 5.15, 2.04
7218278, 3.21, 3.44, 2.26, 0.08, 0.08, 0.71, 0.23, 0.48, 0.38, 0.77, 3.27, 3.14, 1.84
7219559, 2.05, 3.55, 2.65, 0.13, 0.13, 0.69, 0.15, 0.38, 0.39, 0.55, 2.11, 4.21, 1.63
7222017, 2.86, 3.70, 2.44, 0.29, 0.29, 0.79, 0.18, 0.54, 0.90, 0.23, 1.50, 0.47, 1.15
7222593, 5.56, 3.21, 1.81, 0.31, 0.31, 0.75, 0.37, 0.65, 0.56, 0.65, 4.54, 5.96, 1.26
7223582, 3.57, 3.42, 2.48, 0.17, 0.17, 0.72, 0.25, 0.45, 0.51, 0.40, 1.75, 4.53, 1.74
7223784, 1.99, 3.57, 2.16, 0.04, 0.04, 0.70, 0.14, 0.55, 1.21, 0.32, 2.83, 0.60, 1.95
7225028, 2.50, 3.23, 2.14, 0.15, 0.15, 0.61, 0.21, 0.53, 0.56, 0.49, 2.95, 4.57, 1.77
7225489, 2.10, 3.46, 2.01, 0.35, 0.35, 0.66, 0.16, 0.64, 0.67, 0.56, 2.75, 0.09, 1.34
7226911, 2.26, 3.37, 1.85, 0.14, 0.14, 0.64, 0.18, 0.55, 1.24, 0.62, 4.49, 2.66, 1.47
7227470, 1.70, 2.88, 1.71, 0.26, 0.26, 0.46, 0.19, 0.60, 0.93, 0.36, 0.77, 4.33, 1.45
7232497, 1.55, 3.22, 1.98, 0.20, 0.20, 0.55, 0.14, 0.57, 0.42, 0.70, 3.31, 5.28, 1.61
7233420, 1.74, 3.14, 1.61, 0.27, 0.27, 0.54, 0.16, 0.73, 0.82, 0.55, 3.66, 5.81, 1.63
7234431, 3.60, 3.50, 2.27, 0.24, 0.24, 0.75, 0.24, 0.55, 0.83, 0.28, 2.11, 1.20, 1.34
7235106, 2.86, 3.71, 2.52, 0.12, 0.12, 0.79, 0.18, 0.43, 1.07, 0.28, 5.43, 1.70, 1.62
7236877, 2.68, 3.32, 1.59, 0.19, 0.19, 0.64, 0.21, 0.69, 0.63, 0.91, 1.20, 6.22, 1.64
7239176, 4.93, 2.57, 1.59, 0.07, 0.07, 0.54, 0.46, 0.50, 0.39, 0.66, 4.28, 5.24, 1.69
7239837, 2.41, 3.64, 2.52, 0.25, 0.25, 0.74, 0.16, 0.47, 0.76, 0.44, 5.85, 2.14, 1.32
7241170, 3.78, 3.23, 1.92, 0.27, 0.27, 0.67, 0.28, 0.64, 0.79, 0.34, 1.39, 0.92, 1.33
7243558, 1.79, 3.62, 2.13, 0.33, 0.33, 0.70, 0.13, 0.64, 0.63, 0.56, 3.14, 0.57, 1.40
7250548, 4.13, 3.47, 2.06, 0.28, 0.28, 0.77, 0.27, 0.59, 0.75, 0.64, 4.01, 1.66, 1.45
7252639, 1.99, 3.07, 1.83, 0.33, 0.33, 0.53, 0.19, 0.67, 0.80, 0.09, 2.65, 1.70, 1.27
7252850, 3.07, 3.32, 2.08, 0.21, 0.21, 0.66, 0.23, 0.56, 0.80, 0.48, 4.53, 1.21, 1.71
7258142, 3.21, 3.12, 1.84, 0.16, 0.16, 0.60, 0.27, 0.61, 0.87, 0.45, 1.73, 0.12, 1.68
7258961, 3.37, 3.51, 2.34, 0.20, 0.20, 0.74, 0.23, 0.50, 0.84, 0.41, 2.10, 4.39, 1.52
7259106, 3.71, 3.38, 1.97, 0.25, 0.25, 0.71, 0.26, 0.57, 0.88, 0.67, 3.09, 4.58, 1.22
7261428, 1.65, 3.19, 1.92, 0.24, 0.24, 0.55, 0.15, 0.60, 0.66, 0.58, 4.22, 1.36, 1.68
7262579, 3.16, 3.52, 2.09, 0.27, 0.27, 0.74, 0.21, 0.59, 1.22, 0.23, 4.73, 4.23, 1.13
7262669, 3.53, 2.96, 1.60, 0.39, 0.39, 0.58, 0.31, 0.68, 0.59, 0.63, 4.32, 1.31, 1.21
7266043, 2.49, 3.20, 2.12, 0.19, 0.19, 0.59, 0.21, 0.53, 0.54, 0.51, 4.00, 2.15, 1.61
7272581, 3.90, 2.62, 1.51, 0.39, 0.39, 0.50, 0.39, 0.72, 0.57, 0.07, 2.35, 4.96, 1.23
7273547, 1.98, 3.78, 2.36, 0.21, 0.21, 0.77, 0.13, 0.52, 0.45, 0.87, 1.93, 4.17, 1.53
7274678, 5.09, 3.25, 1.89, 0.14, 0.14, 0.74, 0.34, 0.61, 0.91, 0.48, 4.59, 5.79, 1.65
7277109, 4.40, 2.87, 1.71, 0.36, 0.36, 0.59, 0.37, 0.63, 0.52, 0.48, 2.72, 6.27, 1.22
7277374, 3.46, 2.81, 1.70, 0.25, 0.25, 0.53, 0.33, 0.59, 0.30, 0.65, 1.89, 5.49, 1.13
7277424, 1.34, 3.64, 2.38, 0.28, 0.28, 0.69, 0.10, 0.55, 0.48, 0.57, 4.19, 6.09, 1.30
7278259, 3.85, 3.44, 2.45, 0.15, 0.15, 0.74, 0.26, 0.43, 0.83, 0.16, 0.72, 5.12, 1.50
7280484, 2.66, 3.64, 1.57, 0.23, 0.23, 0.76, 0.18, 0.60, 0.80, 1.28, 5.06, 1.29, 1.58
7287771, 2.85, 3.34, 2.14, 0.21, 0.21, 0.66, 0.22, 0.52, 0.56, 0.67, 1.57, 5.90, 1.43
7289614, 4.37, 3.36, 2.25, 0.27, 0.27, 0.74, 0.30, 0.50, 0.58, 0.53, 3.71, 5.90, 1.26
7295149, 2.73, 3.68, 2.59, 0.13, 0.13, 0.77, 0.18, 0.43, 0.94, 0.23, 4.79, 5.39, 1.35
7295149, 2.73, 3.68, 2.72, 0.11, 0.11, 0.77, 0.18, 0.37, 0.77, 0.34, 3.69, 5.10, 1.48
7295149, 2.73, 3.68, 2.85, 0.14, 0.14, 0.77, 0.18, 0.34, 0.36, 0.51, 2.28, 5.79, 1.58
7296509, 4.88, 3.32, 2.21, 0.27, 0.27, 0.76, 0.32, 0.50, 0.91, 0.20, 2.63, 4.83, 1.23
7297923, 1.48, 3.86, 2.88, 0.13, 0.13, 0.78, 0.10, 0.38, 0.48, 0.59, 4.04, 6.21, 1.66
7298327, 2.00, 3.59, 2.09, 0.07, 0.07, 0.70, 0.14, 0.57, 0.61, 0.86, 3.08, 3.68, 1.84
7299973, 2.80, 2.91, 1.71, 0.20, 0.20, 0.52, 0.27, 0.66, 0.84, 0.16, 2.45, 0.91, 1.63
7300228, 1.51, 3.20, 2.07, 0.26, 0.26, 0.54, 0.14, 0.58, 0.50, 0.40, 4.02, 0.24, 1.54
7301500, 3.25, 2.97, 1.50, 0.19, 0.19, 0.56, 0.29, 0.69, 1.21, 0.38, 6.20, 4.67, 1.49
7304830, 1.40, 3.88, 2.00, 0.05, 0.05, 0.78, 0.09, 0.59, 1.52, 0.73, 3.06, 1.17, 1.79
7306890, 3.53, 3.30, 1.78, 0.12, 0.12, 0.68, 0.26, 0.66, 0.43, 0.77, 2.08, 3.61, 2.22
7307819, 2.21, 3.08, 2.14, 0.18, 0.18, 0.54, 0.21, 0.51, 0.64, 0.20, 2.22, 0.37, 1.59
7312047, 1.90, 3.24, 2.04, 0.07, 0.07, 0.58, 0.17, 0.45, 0.92, 0.58, 1.13, 5.86, 1.53
7312427, 2.85, 3.03, 1.99, 0.15, 0.15, 0.56, 0.26, 0.45, 0.77, 0.52, 5.14, 2.89, 1.56
7315085, 1.60, 3.83, 2.47, 0.06, 0.06, 0.77, 0.10, 0.41, 1.18, 0.53, 5.78, 4.21, 1.47
7318323, 1.93, 3.38, 1.84, 0.24, 0.24, 0.63, 0.15, 0.58, 0.88, 0.84, 4.05, 2.25, 1.24
7318695, 2.07, 3.75, 2.51, 0.10, 0.10, 0.77, 0.14, 0.44, 1.16, 0.20, 3.23, 5.47, 1.58
7319404, 1.33, 3.80, 2.53, 0.13, 0.13, 0.75, 0.09, 0.49, 1.11, 0.13, 4.72, 1.35, 1.64
7324044, 3.19, 3.53, 2.55, 0.07, 0.07, 0.74, 0.22, 0.38, 0.69, 0.51, 2.31, 3.99, 1.72
7324420, 6.79, 2.77, 1.61, 0.34, 0.34, 0.68, 0.50, 0.62, 0.79, 0.41, 2.35, 4.42, 1.19
7324595, 3.83, 2.92, 1.57, 0.24, 0.24, 0.58, 0.33, 0.66, 1.02, 0.44, 4.05, 1.56, 1.57
7326664, 2.18, 3.60, 1.86, 0.44, 0.44, 0.72, 0.15, 0.69, 0.79, 0.73, 2.53, 4.80, 1.06
7326833, 2.72, 2.81, 1.81, 0.19, 0.19, 0.49, 0.28, 0.56, 0.60, 0.43, 3.03, 4.46, 1.47
7326833, 2.72, 2.81, 1.92, 0.21, 0.21, 0.49, 0.28, 0.53, 0.45, 0.38, 1.45, 5.72, 1.53
7331904, 1.83, 3.73, 2.67, 0.12, 0.12, 0.75, 0.12, 0.45, 0.79, 0.25, 0.98, 5.41, 1.72
7335814, 2.47, 3.51, 2.61, 0.19, 0.19, 0.70, 0.18, 0.41, 0.66, 0.19, 2.92, 5.54, 1.43
